task_id,proj_id,wbs_id,clndr_id,phys_complete_pct,rev_fdbk_flag,est_wt,lock_plan_flag,auto_compute_act_flag,complete_pct_type,task_type,duration_type,status_code,task_code,task_name,rsrc_id,total_float_hr_cnt,free_float_hr_cnt,remain_drtn_hr_cnt,act_work_qty,remain_work_qty,target_work_qty,target_drtn_hr_cnt,target_equip_qty,act_equip_qty,remain_equip_qty,cstr_date,act_start_date,act_end_date,late_start_date,late_end_date,expect_end_date,early_start_date,early_end_date,restart_date,reend_date,target_start_date,target_end_date,rem_late_start_date,rem_late_end_date,cstr_type,priority_type,suspend_date,resume_date,float_path,float_path_order,guid,tmpl_guid,cstr_date2,cstr_type2,driving_path_flag,act_this_per_work_qty,act_this_per_equip_qty,external_early_start_date,external_late_end_date,create_date,update_date,create_user,update_user,location_id
141179,27164,54787,178,0,N,1,N,N,CP_Drtn,TT_Task,DT_FixedDUR2,TK_NotStart,DES1130,60% Submittal,,640,0,480,0,0,0,480,0,0,0,,,,2024-05-09 08:00,2024-07-31 16:00,,2024-01-18 08:00,2024-04-10 16:00,2024-01-18 08:00,2024-04-10 16:00,2024-01-18 08:00,2024-04-10 16:00,2024-05-09 08:00,2024-07-31 16:00,,PT_Normal,,,,,DnbhUyj66E2I1QU5bfutig,TGAd8oYBgUOIhfpPX+Z4FA,,,N,0,0,,,2023-02-08 18:30,2023-02-08 18:31,NotPrmUser,NotPrmUser,
141180,27164,54787,178,0,N,1,N,N,CP_Drtn,TT_Task,DT_FixedDUR2,TK_NotStart,DES1140,60% Review,,880,0,80,0,0,0,80,0,0,0,,,,2024-09-12 08:00,2024-09-25 16:00,,2024-04-11 08:00,2024-04-24 16:00,2024-04-11 08:00,2024-04-24 16:00,2024-04-11 08:00,2024-04-24 16:00,2024-09-12 08:00,2024-09-25 16:00,,PT_Normal,,,,,d1LsbePO6UKsS+53PEdzOw,NpUnSl5xf0WyLpp+y8c1Ug,,,N,0,0,,,2023-02-08 18:30,2023-02-08 18:31,NotPrmUser,NotPrmUser,
141181,27164,54787,178,0,N,1,N,N,CP_Drtn,TT_Task,DT_FixedDUR2,TK_NotStart,DES1150,90% Submittal,,1120,0,400,0,0,0,400,0,0,0,,,,2024-11-07 08:00,2025-01-15 16:00,,2024-04-25 08:00,2024-07-03 16:00,2024-04-25 08:00,2024-07-03 16:00,2024-04-25 08:00,2024-07-03 16:00,2024-11-07 08:00,2025-01-15 16:00,,PT_Normal,,,,,5B0KcGy+eE2VHRw/B6tiXA,FiUWsIvI80Gm3KS5x5eG8A,,,N,0,0,,,2023-02-08 18:30,2023-02-08 18:31,NotPrmUser,NotPrmUser,
141182,27164,54787,178,0,N,1,N,N,CP_Drtn,TT_Task,DT_FixedDUR2,TK_NotStart,DES1160,90% Review,,1120,0,80,0,0,0,80,0,0,0,,,,2025-01-16 08:00,2025-01-29 16:00,,2024-07-04 08:00,2024-07-17 16:00,2024-07-04 08:00,2024-07-17 16:00,2024-07-04 08:00,2024-07-17 16:00,2025-01-16 08:00,2025-01-29 16:00,,PT_Normal,,,,,/ObyqQvtlUaIU8VuWeqT3A,73ox+ebTiUOBx0He+BfE7A,,,N,0,0,,,2023-02-08 18:30,2023-02-08 18:31,NotPrmUser,NotPrmUser,
141183,27164,54787,178,0,N,1,N,N,CP_Drtn,TT_Task,DT_FixedDUR2,TK_NotStart,DES1170,100% Submittal,,1120,880,160,0,0,0,160,0,0,0,,,,2025-01-30 08:00,2025-02-26 16:00,,2024-07-18 08:00,2024-08-14 16:00,2024-07-18 08:00,2024-08-14 16:00,2024-07-18 08:00,2024-08-14 16:00,2025-01-30 08:00,2025-02-26 16:00,,PT_Normal,,,,,tzyhE0XTYU2H79qIyR30Gg,Q2j9Pd8RWkmmMLuOuxgptQ,,,N,0,0,,,2023-02-08 18:30,2023-02-08 18:31,NotPrmUser,NotPrmUser,
141184,27164,54787,178,0,N,1,N,N,CP_Drtn,TT_Task,DT_FixedDUR2,TK_NotStart,DES1180,Issue IFC Design Package,,240,0,80,0,0,0,80,0,0,0,,,,2025-02-27 08:00,2025-03-12 16:00,,2025-01-16 08:00,2025-01-29 16:00,2025-01-16 08:00,2025-01-29 16:00,2025-01-16 08:00,2025-01-29 16:00,2025-02-27 08:00,2025-03-12 16:00,,PT_Normal,,,,,OTJde+SzSEOo0GdAo6w18g,3/adxHRWBUOshsFYhPVL4Q,,,N,0,0,,,2023-02-08 18:30,2023-02-08 18:31,NotPrmUser,NotPrmUser,
141185,27164,54788,178,0,N,1,N,N,CP_Drtn,TT_Task,DT_FixedDUR2,TK_NotStart,DES1190,Issue Services Worksheet to Design Firms,,640,0,160,0,0,0,160,0,0,0,,,,2024-03-14 08:00,2024-04-10 16:00,,2023-11-16 08:00,2023-12-15 16:00,2023-11-16 08:00,2023-12-15 16:00,2023-11-16 08:00,2023-12-15 16:00,2024-03-14 08:00,2024-04-10 16:00,,PT_Normal,,,,,fbrBQpYKPEGKojkWpi+PQw,jWBa0INtYEqNs2DdNn4DVg,,,N,0,0,,,2023-02-08 18:30,2023-02-08 18:31,NotPrmUser,NotPrmUser,
141186,27164,54789,178,0,N,1,N,N,CP_Drtn,TT_Task,DT_FixedDUR2,TK_NotStart,DES1220,SED Design,,6376,0,240,0,0,0,240,0,0,0,,,,2026-11-09 08:00,2026-12-18 16:00,,2023-10-12 08:00,2023-11-22 16:00,2023-10-12 08:00,2023-11-22 16:00,2023-10-12 08:00,2023-11-22 16:00,2026-11-09 08:00,2026-12-18 16:00,,PT_Normal,,,,,ukey+VR1SUKORbVWm1Dttw,ZcFgUGOIukmcE0okTudoYg,,,N,0,0,,,2023-02-08 18:30,2023-02-08 18:31,NotPrmUser,NotPrmUser,
141187,27164,54789,178,0,N,1,N,N,CP_Drtn,TT_Task,DT_FixedDUR2,TK_NotStart,DES1230,Issue IFC Design Package,,6376,5320,160,0,0,0,160,0,0,0,,,,2026-12-21 08:00,2027-01-15 16:00,,2023-11-27 08:00,2023-12-26 16:00,2023-11-27 08:00,2023-12-26 16:00,2023-11-27 08:00,2023-12-26 16:00,2026-12-21 08:00,2027-01-15 16:00,,PT_Normal,,,,,tpcjCv4HnUyYdROiYYSo8Q,mToT1AWCAU2o/bfgxafLEw,,,N,0,0,,,2023-02-08 18:30,2023-02-08 18:31,NotPrmUser,NotPrmUser,
141188,27164,54791,178,0,N,1,N,N,CP_Drtn,TT_Task,DT_FixedDUR2,TK_NotStart,PRO1000,Civil BOM - Long Lead @ 30%,,680,0,120,0,0,0,120,0,0,0,,,,2024-06-13 08:00,2024-07-03 16:00,,2024-02-15 08:00,2024-03-06 16:00,2024-02-15 08:00,2024-03-06 16:00,2024-02-15 08:00,2024-03-06 16:00,2024-06-13 08:00,2024-07-03 16:00,,PT_Normal,,,,,eS30vz+jk06G2qGmFlprnQ,gSQ37bNl2kipoID5Adq4Eg,,,N,0,0,,,2023-02-08 18:30,2023-02-08 18:31,NotPrmUser,NotPrmUser,
141189,27164,54791,178,0,N,1,N,N,CP_Drtn,TT_Task,DT_FixedDUR2,TK_NotStart,PRO1020,Electrical BOM - Long Lead @ 60%,,920,0,120,0,0,0,120,0,0,0,,,,2024-10-03 08:00,2024-10-23 16:00,,2024-04-25 08:00,2024-05-15 16:00,2024-04-25 08:00,2024-05-15 16:00,2024-04-25 08:00,2024-05-15 16:00,2024-10-03 08:00,2024-10-23 16:00,,PT_Normal,,,,,Uw/nVPxUb06uidkpf+igKw,lL62srRvUkece6pvohjT0w,,,N,0,0,,,2023-02-08 18:30,2023-02-08 18:31,NotPrmUser,NotPrmUser,
141190,27164,54791,178,0,N,1,N,N,CP_Drtn,TT_Task,DT_FixedDUR2,TK_NotStart,PRO1040,BOM - Short Lead @ 60%,,600,0,120,0,0,0,120,0,0,0,,,,2024-12-05 08:00,2024-12-25 16:00,,2024-08-22 08:00,2024-09-11 16:00,2024-08-22 08:00,2024-09-11 16:00,2024-08-22 08:00,2024-09-11 16:00,2024-12-05 08:00,2024-12-25 16:00,,PT_Normal,,,,,BkKvK6cao0eMioghvgqT9g,EhasyDNjnE+RctaYiwqWXw,,,N,0,0,,,2023-02-08 18:30,2023-02-08 18:31,NotPrmUser,NotPrmUser,
141191,27164,54792,178,0,N,1,N,N,CP_Drtn,TT_Task,DT_FixedDUR2,TK_NotStart,PER1000,CalTrans Permit,,0,0,2000,0,0,0,2000,0,0,0,,,,2024-02-15 08:00,2025-01-29 16:00,,2024-02-15 08:00,2025-01-29 16:00,2024-02-15 08:00,2025-01-29 16:00,2024-02-15 08:00,2025-01-29 16:00,2024-02-15 08:00,2025-01-29 16:00,,PT_Normal,,,,,ESYN0jjb6E+OUeYe9XLQIw,FUsJTnrLZ06TpXqZgF7zKQ,,,Y,0,0,,,2023-02-08 18:30,2023-02-08 18:31,NotPrmUser,NotPrmUser,
141192,27164,54792,178,0,N,1,N,N,CP_Drtn,TT_Task,DT_FixedDUR2,TK_NotStart,PER1010,City & County Permits,,1200,1200,800,0,0,0,800,0,0,0,,,,2024-09-12 08:00,2025-01-29 16:00,,2024-02-15 08:00,2024-07-03 16:00,2024-02-15 08:00,2024-07-03 16:00,2024-02-15 08:00,2024-07-03 16:00,2024-09-12 08:00,2025-01-29 16:00,,PT_Normal,,,,,t71jms8qZUW6IrZQ1DCfQw,Q2gS6QDsNU2rbVuW/TeQ6A,,,N,0,0,,,2023-02-08 18:30,2023-02-08 18:31,NotPrmUser,NotPrmUser,
141193,27164,54792,178,0,N,1,N,N,CP_Drtn,TT_Task,DT_FixedDUR2,TK_NotStart,PER1020,Other Permit (TBD),,1200,1200,800,0,0,0,800,0,0,0,,,,2024-09-12 08:00,2025-01-29 16:00,,2024-02-15 08:00,2024-07-03 16:00,2024-02-15 08:00,2024-07-03 16:00,2024-02-15 08:00,2024-07-03 16:00,2024-09-12 08:00,2025-01-29 16:00,,PT_Normal,,,,,3T7bjPC5MEarU4p/SFnL+Q,TqdJVLrO/0m5/rVsRs5ebw,,,N,0,0,,,2023-02-08 18:30,2023-02-08 18:31,NotPrmUser,NotPrmUser,
141194,27164,54793,178,0,N,1,N,N,CP_Drtn,TT_Task,DT_FixedDUR2,TK_NotStart,PUB1000,Public Affairs / Community Outreach,,6216,6216,800,0,0,0,800,0,0,0,,,,2027-05-17 08:00,2027-10-01 16:00,,2024-05-23 08:00,2024-10-09 16:00,2024-05-23 08:00,2024-10-09 16:00,2024-05-23 08:00,2024-10-09 16:00,2027-05-17 08:00,2027-10-01 16:00,,PT_Normal,,,,,jGZNxu42nUGaDnPdxWv/+w,VKME7MsMKk+2RLdXS/ejaA,,,N,0,0,,,2023-02-08 18:30,2023-02-08 18:31,NotPrmUser,NotPrmUser,
141195,27164,54794,178,0,N,1,N,N,CP_Drtn,TT_Task,DT_FixedDUR2,TK_NotStart,LAN1000,Land Rights and Easement Acquisition,,880,880,1200,0,0,0,1200,0,0,0,,,,2024-07-04 08:00,2025-01-29 16:00,,2024-02-01 08:00,2024-08-28 16:00,2024-02-01 08:00,2024-08-28 16:00,2024-02-01 08:00,2024-08-28 16:00,2024-07-04 08:00,2025-01-29 16:00,,PT_Normal,,,,,zTHboeDX3U+t+PQRzbWHxA,d0ulyl+IkUubuk6NcP7LGQ,,,N,0,0,,,2023-02-08 18:30,2023-02-08 18:31,NotPrmUser,NotPrmUser,
141196,27164,54794,178,0,N,1,N,N,CP_Drtn,TT_Task,DT_FixedDUR2,TK_NotStart,LAN1010,Tribal Land Rights,,880,880,1200,0,0,0,1200,0,0,0,,,,2024-07-04 08:00,2025-01-29 16:00,,2024-02-01 08:00,2024-08-28 16:00,2024-02-01 08:00,2024-08-28 16:00,2024-02-01 08:00,2024-08-28 16:00,2024-07-04 08:00,2025-01-29 16:00,,PT_Normal,,,,,Vdf0E9WdoUm3z24durOJGA,i+m/5q7//0+rplY/gxOfnw,,,N,0,0,,,2023-02-08 18:30,2023-02-08 18:31,NotPrmUser,NotPrmUser,
141197,27164,54794,178,0,N,1,N,N,CP_Drtn,TT_Task,DT_FixedDUR2,TK_NotStart,LAN1020,Laydown Yards,,880,880,1200,0,0,0,1200,0,0,0,,,,2024-07-04 08:00,2025-01-29 16:00,,2024-02-01 08:00,2024-08-28 16:00,2024-02-01 08:00,2024-08-28 16:00,2024-02-01 08:00,2024-08-28 16:00,2024-07-04 08:00,2025-01-29 16:00,,PT_Normal,,,,,nWDWN2EjYEmG0XXpPdRo4A,Kws3n0LR0UaiXcZ6gJldlA,,,N,0,0,,,2023-02-08 18:30,2023-02-08 18:31,NotPrmUser,NotPrmUser,
141198,27164,54795,178,0,N,1,N,N,CP_Drtn,TT_Task,DT_FixedDUR2,TK_NotStart,ENV1000,10% Environmental Submittal,,680,0,200,0,0,0,200,0,0,0,,,,2024-02-15 08:00,2024-03-20 16:00,,2023-10-12 08:00,2023-11-15 16:00,2023-10-12 08:00,2023-11-15 16:00,2023-10-12 08:00,2023-11-15 16:00,2024-02-15 08:00,2024-03-20 16:00,,PT_Normal,,,,,ZdAlVpjfREyTRZd8/4oRmg,FFmY8xmRwUW/Yxv+CerpbQ,,,N,0,0,,,2023-02-08 18:30,2023-02-08 18:31,NotPrmUser,NotPrmUser,
141199,27164,54795,178,0,N,1,N,N,CP_Drtn,TT_Task,DT_FixedDUR2,TK_NotStart,ENV1010,10% Environmental Review,,680,0,120,0,0,0,120,0,0,0,,,,2024-03-21 08:00,2024-04-10 16:00,,2023-11-16 08:00,2023-12-08 16:00,2023-11-16 08:00,2023-12-08 16:00,2023-11-16 08:00,2023-12-08 16:00,2024-03-21 08:00,2024-04-10 16:00,,PT_Normal,,,,,N1d8HQtNYkGDREGQ1vVx0A,RBa0ZN3FXEaLJSmtH1lgow,,,N,0,0,,,2023-02-08 18:30,2023-02-08 18:31,NotPrmUser,NotPrmUser,
141200,27164,54795,178,0,N,1,N,N,CP_Drtn,TT_Task,DT_FixedDUR2,TK_NotStart,ENV1020,30% Environmental Submittal,,640,0,200,0,0,0,200,0,0,0,,,,2024-08-01 08:00,2024-09-04 16:00,,2024-04-11 08:00,2024-05-15 16:00,2024-04-11 08:00,2024-05-15 16:00,2024-04-11 08:00,2024-05-15 16:00,2024-08-01 08:00,2024-09-04 16:00,,PT_Normal,,,,,vQJW3CYtJEm3hdUOZL3brw,jwPTBZ4PPUmnapBHIW/lMA,,,N,0,0,,,2023-02-08 18:30,2023-02-08 18:31,NotPrmUser,NotPrmUser,
141201,27164,54795,178,0,N,1,N,N,CP_Drtn,TT_Task,DT_FixedDUR2,TK_NotStart,ENV1030,30% Environmental Review,,640,0,120,0,0,0,120,0,0,0,,,,2024-09-05 08:00,2024-09-25 16:00,,2024-05-16 08:00,2024-06-05 16:00,2024-05-16 08:00,2024-06-05 16:00,2024-05-16 08:00,2024-06-05 16:00,2024-09-05 08:00,2024-09-25 16:00,,PT_Normal,,,,,RYav382GXE+WUXOfTZ/tUQ,Fw9H/eSbxEOrOHXY3R8NcA,,,N,0,0,,,2023-02-08 18:30,2023-02-08 18:31,NotPrmUser,NotPrmUser,
141202,27164,54795,178,0,N,1,N,N,CP_Drtn,TT_Task,DT_FixedDUR2,TK_NotStart,ENV1040,60% Environmental Submittal,,640,0,280,0,0,0,280,0,0,0,,,,2024-09-26 08:00,2024-11-13 16:00,,2024-06-06 08:00,2024-07-24 16:00,2024-06-06 08:00,2024-07-24 16:00,2024-06-06 08:00,2024-07-24 16:00,2024-09-26 08:00,2024-11-13 16:00,,PT_Normal,,,,,3rot5+4TWEiaZwZG70RxDg,RNxVHlHdkUWghJkt3fOWWw,,,N,0,0,,,2023-02-08 18:30,2023-02-08 18:31,NotPrmUser,NotPrmUser,
141203,27164,54795,178,0,N,1,N,N,CP_Drtn,TT_Task,DT_FixedDUR2,TK_NotStart,ENV1050,60% Environmental Review,,640,0,120,0,0,0,120,0,0,0,,,,2024-11-14 08:00,2024-12-04 16:00,,2024-07-25 08:00,2024-08-14 16:00,2024-07-25 08:00,2024-08-14 16:00,2024-07-25 08:00,2024-08-14 16:00,2024-11-14 08:00,2024-12-04 16:00,,PT_Normal,,,,,bb3MIr/75keb+HqSmMbRSw,wKDbpmEOb0+SkQQUK6CYNw,,,N,0,0,,,2023-02-08 18:30,2023-02-08 18:31,NotPrmUser,NotPrmUser,
141204,27164,54795,178,0,N,1,N,N,CP_Drtn,TT_Task,DT_FixedDUR2,TK_NotStart,ENV1060,BIA NEPA Submittal,,640,0,160,0,0,0,160,0,0,0,,,,2024-12-05 08:00,2025-01-01 16:00,,2024-08-15 08:00,2024-09-11 16:00,2024-08-15 08:00,2024-09-11 16:00,2024-08-15 08:00,2024-09-11 16:00,2024-12-05 08:00,2025-01-01 16:00,,PT_Normal,,,,,feQ76NE8okGk2m/Zyx1gcQ,DU72mjcJR0WN+C5bqrdlQw,,,N,0,0,,,2023-02-08 18:30,2023-02-08 18:31,NotPrmUser,NotPrmUser,
141205,27164,54795,178,0,N,1,N,N,CP_Drtn,TT_Task,DT_FixedDUR2,TK_NotStart,ENV1070,"BIA Received (Add 250 days, if needed)",,640,640,160,0,0,0,160,0,0,0,,,,2025-01-02 08:00,2025-01-29 16:00,,2024-09-12 08:00,2024-10-09 16:00,2024-09-12 08:00,2024-10-09 16:00,2024-09-12 08:00,2024-10-09 16:00,2025-01-02 08:00,2025-01-29 16:00,,PT_Normal,,,,,AK+ufR3rx0KaEGrccXVvDw,W+9L7Yenr0OVzxCMI6f6Tg,,,N,0,0,,,2023-02-08 18:30,2023-02-08 18:31,NotPrmUser,NotPrmUser,
141206,27164,54785,178,0,N,1,N,N,CP_Drtn,TT_Task,DT_FixedDUR2,TK_NotStart,DES1010,Seismic / Geotech Submittal (60-90 for BIA) - Avg 45 days,,680,0,200,0,0,0,200,0,0,0,,,,2024-04-11 08:00,2024-05-15 16:00,,2023-12-11 08:00,2024-01-17 16:00,2023-12-11 08:00,2024-01-17 16:00,2023-12-11 08:00,2024-01-17 16:00,2024-04-11 08:00,2024-05-15 16:00,,PT_Normal,,,,,cM664K6KfUCziA5+IhSEMg,tNXmnehY1ESsp9RSEnnunQ,,,N,0,0,,,2023-02-08 18:30,2023-02-08 18:31,NotPrmUser,NotPrmUser,
141207,27164,54785,178,0,N,1,N,N,CP_Drtn,TT_Task,DT_FixedDUR2,TK_NotStart,DES1020,Potholing Submittal,,680,40,200,0,0,0,200,0,0,0,,,,2024-05-16 08:00,2024-06-19 16:00,,2024-01-18 08:00,2024-02-21 16:00,2024-01-18 08:00,2024-02-21 16:00,2024-01-18 08:00,2024-02-21 16:00,2024-05-16 08:00,2024-06-19 16:00,,PT_Normal,,,,,Kr0P/wahWEeTR7QP7NyaOg,WYlXlTk3DUmU9nqmEo9wSA,,,N,0,0,,,2023-02-08 18:30,2023-02-08 18:31,NotPrmUser,NotPrmUser,
