wbs_id,proj_id,obs_id,seq_num,est_wt,proj_node_flag,sum_data_flag,status_code,wbs_short_name,wbs_name,phase_id,parent_wbs_id,ev_user_pct,ev_etc_user_value,orig_cost,indep_remain_total_cost,ann_dscnt_rate_pct,dscnt_period_type,indep_remain_work_qty,anticip_start_date,anticip_end_date,ev_compute_type,ev_etc_compute_type,guid,tmpl_guid,plan_open_state
54892,27167,540,100,1,N,N,WS_Open,2,Electrical Construction,,54890,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,a4qEarZiikqLmUkKTa34xA,B3DUO+Ptx025EIL8/lLcEQ,
54893,27167,540,200,1,N,N,WS_Open,3,Service Cutover,,54890,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,r9zicn9z+0y27QH63U0LBQ,eLNY8DYjx0aJRnZ7mzl/1Q,
54894,27167,540,300,1,N,N,WS_Open,4,SCADA,,54890,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,RkTe8mSLok6IEx1Ta5dflg,VA6ZMiIECEOjwBXAIpxTQQ,
54895,27167,540,400,1,N,N,WS_Open,5,Substation,,54890,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,VGNV7hUvt0ONClsKXOy32w,e4e6Kd9g50a0xWe+WJbi+A,
54896,27167,540,500,1,N,N,WS_Open,6,OH RFS,,54890,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,roo5nyqdMUu0f8bvBDziGg,2qENfPZ1Bk6nerfFepXmXg,
54897,27167,540,600,1,N,N,WS_Open,7,(New WBS),,54890,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,IlpsXCmMWUa3qTcgIcS8mg,G85Vq+Gb20yhu0Ixft1pCw,
54898,27167,540,1100,1,N,N,WS_Open,12,Closeout,,54871,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,6DHfV4FKZkSDGvfS2w64gA,OsGSoo/BCkSdV6POSf2pWg,
54899,27167,540,0,1,N,N,WS_Open,1,Technical,,54898,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,FTBs8BzWckuQ53JDQUF0Wg,mg60aKYONEe+/4qsLSFmHA,
54900,27167,540,100,1,N,N,WS_Open,2,Accounting,,54898,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,5VOLIy3pqUuGaVXBpH6j6w,cknD/NmWm0GS3eixHmDVsA,
54901,27168,540,144,1,Y,N,WS_Open,P05-1,Project 5,,54780,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,sWrLZmDiuUCmUmorlt5rAQ,,
54902,27168,540,0,1,N,N,WS_Open,1,Scoping,,54901,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,2a3I/4sdZEeJyqGW7idSkg,qO3H1n7LokG1IldmfBTHTQ,
54903,27168,540,100,1,N,N,WS_Open,2,Planning,,54901,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,sg3e8hGUHkiefBjEknnyqw,njErQUmYVEeWF/4G7Hc/eA,
54904,27168,540,200,1,N,N,WS_Open,3,Design,,54901,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,Ky5Tthgf0U60Fvv1YL4i4w,iu/V6KzFrUu5IPTRbfp2NQ,
54905,27168,540,0,1,N,N,WS_Open,6,"Geotech, Seismic and Potholing",,54904,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,XmXwInsNTkK5e1gtXKnOMA,Xai2IBxENkCHd0NbxiYBZA,
54906,27168,540,1,1,N,N,WS_Open,1,Civil Design,,54904,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,IRD0SLls3kyE/gFtzD5dRg,PmjgkA2P8EaMdxghblP5RQ,
54907,27168,540,2,1,N,N,WS_Open,2,Electrical Design,,54904,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,88+hZ06sKUacRM2/05qnqA,W49V85E+hkalhC3nmOhbOg,
54908,27168,540,3,1,N,N,WS_Open,3,Service Cutover Design,,54904,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,8VElBeiwLESuiz5VjMWu/Q,3kX3ctNCpEqDrU1FV4BcMA,
54909,27168,540,4,1,N,N,WS_Open,4,Substation Engineering Design,,54904,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,zJyWUXxEike5mOAg5wDg7g,JzRPXXKmH0yEh8fGXCGayQ,
54910,27168,540,5,1,N,N,WS_Open,5,Remove from Service (Existing OH) Design,,54904,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,ezJj7UyC80C3f7JVJduvYw,oEX3P8k34kakqcAZo4nnqw,
54911,27168,540,300,1,N,N,WS_Open,4,Procurement,,54901,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,2psrXUsYL0mFWPxEs1Rd9Q,A07un5TOvUq/bglbmBG6Bw,
54912,27168,540,400,1,N,N,WS_Open,5,Permitting,,54901,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,QNzkboBY7kasEc2Ir90XYA,o22dLOvLmk+/vu0qdhSAww,
54913,27168,540,500,1,N,N,WS_Open,6,Public Affairs,,54901,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,j3CNFEYo10ekA93K7w6V1Q,1Oro/CGhJ0upPJHu/8zlNg,
54914,27168,540,600,1,N,N,WS_Open,7,Land Services,,54901,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,KhXH6arahEOjBKYlB6xrqw,J0ZZP4PvCU+/fO+dEzFEmg,
54915,27168,540,700,1,N,N,WS_Open,8,Environmental,,54901,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,CHYq+dj4RU66wmKndF1ROQ,47EWewj8kEShIzC1iTjS6w,
54916,27168,540,800,1,N,N,WS_Open,9,Bid and Award - Contracting,,54901,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,yoyVovAQxEq+v72vt3foRg,BB3y5MOmT0KeO6r4/ym4fA,
54917,27168,540,0,1,N,N,WS_Open,1,Civil Contractor,,54916,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,SJ/NpH4Bi0+8EVelOs4Klg,gFblnC21bECT7joBnvDelQ,
54918,27168,540,100,1,N,N,WS_Open,2,Electrical Contractor,,54916,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,kqYVcpqe8UqouEHqijjjYg,+cWyRrJYski70EhmpONrEA,
54919,27168,540,900,1,N,N,WS_Open,10,Pre-Construction,,54901,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,XtnP53KTsEWzGSypqcnkOw,SGmEyvXBQEyL2lVh2WpK1w,
54920,27168,540,1000,1,N,N,WS_Open,11,Construction,,54901,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,mHS1QqcgDUKIVb4Jgf+WFA,86YaZU6sukuuQwPJDrhkfw,
54921,27168,540,0,1,N,N,WS_Open,1,Civil Construction,,54920,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,ZsE90bQ/RE6ihaokp4ltMQ,5DFMKpvgD0OVmbAPC7RTXg,
54922,27168,540,100,1,N,N,WS_Open,2,Electrical Construction,,54920,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,68E/oozFcEmLyjVUjq1eug,E0+30qhp2UKnQgR9/saGTA,
54923,27168,540,200,1,N,N,WS_Open,3,Service Cutover,,54920,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,wUxhAPXqwUmYQn1PeYJ+4A,Bwrm6n1jRkyNUeAUDNPL2Q,
54924,27168,540,300,1,N,N,WS_Open,4,SCADA,,54920,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,pdTnwKL8tkaHsgxL1DbV4w,D89Zru+fc0iYWPHxsZauiA,
54925,27168,540,400,1,N,N,WS_Open,5,Substation,,54920,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,Xo6CnyL3XUaAJ4P3WH3WOA,YXeDbxU+/0u2m2xzp0iNQQ,
54926,27168,540,500,1,N,N,WS_Open,6,OH RFS,,54920,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,IOBjnss8TU+sWxqp7wab7A,M1+MAMJPbkGiZioi6mfDCQ,
54927,27168,540,600,1,N,N,WS_Open,7,(New WBS),,54920,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,2hWTGZ70eku2IBJIvwokNQ,mo+a8D86HkebGI3K66uM/Q,
54928,27168,540,1100,1,N,N,WS_Open,12,Closeout,,54901,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,GHXCfma08Ees51Wl+mP6bA,966mmtl8EUuwdsHwtSlxeQ,
54929,27168,540,0,1,N,N,WS_Open,1,Technical,,54928,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,2kNbxXl+LUC61T4hjEb/xg,km8YrWx4VUWM81F9lCqrFw,
54930,27168,540,100,1,N,N,WS_Open,2,Accounting,,54928,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,n85eJh/TtUyiqMwXcAx15Q,te2dp9EqCU2KGbE66eYS1A,
54931,27169,540,145,1,Y,N,WS_Open,P06-1,Project 6,,54780,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,1bvyB9hoYkS8wOrZgm0GMg,,
54932,27169,540,0,1,N,N,WS_Open,1,Scoping,,54931,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,g/D7nDY7JU2/mJpp4fBYvg,ACYo7vUxP0iWM2PP6G9kUQ,
54933,27169,540,100,1,N,N,WS_Open,2,Planning,,54931,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,lmWo5rx+QUyMsXQjH1s4HQ,3wu3GtYRw0aqHIjEVJ4HZg,
54934,27169,540,200,1,N,N,WS_Open,3,Design,,54931,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,173/XmzFoUqzyfw8T8FB1A,OFCkB2wMuEWY0LzI8D65Pw,
54935,27169,540,0,1,N,N,WS_Open,6,"Geotech, Seismic and Potholing",,54934,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,Eag2OUNGY0C5KFVbAwJhEw,6Jk4duk5mUued/A6zQgElQ,
54936,27169,540,1,1,N,N,WS_Open,1,Civil Design,,54934,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,iR++p6ZfFEqk53bfYeq2Hw,nPj8s5CJWEuYoRMlfT4F5w,
54937,27169,540,2,1,N,N,WS_Open,2,Electrical Design,,54934,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,0out1dNXr0qLsO8u2gN24Q,svhflVpDrU+WhehIDRLkMw,
54938,27169,540,3,1,N,N,WS_Open,3,Service Cutover Design,,54934,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,oxY7JuLQqUqljmkzegg/LQ,GFBmwzyICUmiDj7oV7yeGw,
54939,27169,540,4,1,N,N,WS_Open,4,Substation Engineering Design,,54934,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,aIhsDKoGb0yxBPRokblDxw,UqkrLvF1IUqB/3ISi4c5pw,
54940,27169,540,5,1,N,N,WS_Open,5,Remove from Service (Existing OH) Design,,54934,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,wiSKrW5og0yqoDX3msTRGA,dEXA9kEJEkmPp1BE19ZgXA,
54941,27169,540,300,1,N,N,WS_Open,4,Procurement,,54931,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,DwwgtxYbekC4qscg/gAGFQ,FQJMfz9tTEO+4aPAwKg6ZQ,
54942,27169,540,400,1,N,N,WS_Open,5,Permitting,,54931,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,aLxE1ZKSKEiwtGjWVEYjog,qP/fgdBB2kiJ1TSa1Phjrw,
54943,27169,540,500,1,N,N,WS_Open,6,Public Affairs,,54931,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,xhs2sljWgUG+qz8yK6+LKw,0w2Ykq/1M0S2bwasgy1yZw,
54944,27169,540,600,1,N,N,WS_Open,7,Land Services,,54931,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,pQHW585iBkimPJtBVidERQ,JJKZ2Pqntk6eg3rMN8ALcQ,
54945,27169,540,700,1,N,N,WS_Open,8,Environmental,,54931,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,UY/UnmqNoES0xUcWU5AxDA,HJ1TWxbRd0StzqOrcAyhxg,
54946,27169,540,800,1,N,N,WS_Open,9,Bid and Award - Contracting,,54931,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,666rTiSl70ShB1FDghMGpg,lXZ+cqliMEe6S5U3Tc+0EQ,
54947,27169,540,0,1,N,N,WS_Open,1,Civil Contractor,,54946,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,P9Ig+ijM9EK7IDMiZp4DDg,KZIHn62EdUKK1+xkGflhig,
54948,27169,540,100,1,N,N,WS_Open,2,Electrical Contractor,,54946,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,UrbZKRNavUSdoOT6nzASIA,+ISQMYf/YEOarnp/UeTgRw,
54949,27169,540,900,1,N,N,WS_Open,10,Pre-Construction,,54931,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,IJ8CmeXgPkyo29RXT+D/Gw,Z0bIxSQI1U2dsgRXbIIUSA,
54950,27169,540,1000,1,N,N,WS_Open,11,Construction,,54931,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,ODGq+Zq9Pkinrn99ZXuMxg,FPPGynbg3k2LRU5EunxxwA,
54951,27169,540,0,1,N,N,WS_Open,1,Civil Construction,,54950,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,6QZR5rOUf0WHSio9gl07DQ,E3Emdlugm0WgI3BgQWEkWg,
54952,27169,540,100,1,N,N,WS_Open,2,Electrical Construction,,54950,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,xvjTHsbQJUmpPteSHjsF7w,Twotd3yvv0+M8MJ6APvbxQ,
54953,27169,540,200,1,N,N,WS_Open,3,Service Cutover,,54950,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,fArkUCMu302V16/p/DVtkA,PwoLh+YBDEyWVdZPBElgBg,
54954,27169,540,300,1,N,N,WS_Open,4,SCADA,,54950,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,oys+5Z2aikaE93poagw7VA,9IORNs6qw0+dB6tI4Zdlmg,
54955,27169,540,400,1,N,N,WS_Open,5,Substation,,54950,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,Au5zvqiqyEuUW6BWPBFzuA,opS055MudEq2Jv5lDRNbDw,
54956,27169,540,500,1,N,N,WS_Open,6,OH RFS,,54950,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,Tt7h+kLPbk6qBMrga/Nxig,dq8GFlTvqE6uoeNxwnm33A,
54957,27169,540,600,1,N,N,WS_Open,7,(New WBS),,54950,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,z+DLt8n7ZU+PEt++HGRW8g,VtL2ZjJ6D0a5CYpGFAjWPg,
54958,27169,540,1100,1,N,N,WS_Open,12,Closeout,,54931,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,cxyHgFrdwEunrWYPZoFusw,jfkv3AbCBE+kRK1/iwHDJA,
54959,27169,540,0,1,N,N,WS_Open,1,Technical,,54958,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,KTURsLHsYkuVvvBMvNNxrw,NnbdIBDRbUyLsOZThVQ7aw,
54960,27169,540,100,1,N,N,WS_Open,2,Accounting,,54958,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,bhBQ9oqol0SATlrcHGKq7w,upIHJX4MSkaTG6K0xS+9OA,
54961,27212,540,146,1,Y,N,WS_Open,P07-1,Project 7,,54780,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,P0FB2svc4E+OIiTQhPtG5Q,,
54962,27212,540,0,1,N,N,WS_Open,1,Scoping,,54961,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,hC/9J34JCUK1VrbfkLIdmw,Aw7aj16T8kWVNpPczpIQzQ,
54963,27212,540,100,1,N,N,WS_Open,2,Planning,,54961,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,Asid+7PPPU+KzsdWrYdNMQ,eTMgqGZrQkKJ3dJmi5ILwg,
54964,27212,540,200,1,N,N,WS_Open,3,Design,,54961,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,DNT8ZkyGTkCuesNJqVhBJg,DtMcglRKikyg6rNgpDPLqQ,
54965,27212,540,0,1,N,N,WS_Open,6,"Geotech, Seismic and Potholing",,54964,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,jn5D7zsjbUyeiFXCzoRjbA,Ej+DWrmVeU+d2YsjgC9j0w,
54966,27212,540,1,1,N,N,WS_Open,1,Civil Design,,54964,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,jAdrv4M5TUao6exYMScceA,rGKGMCt1QUaXsc7Cr9hy1Q,
54967,27212,540,2,1,N,N,WS_Open,2,Electrical Design,,54964,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,mx5ra1xe2EG8BiGMhBKiiQ,lKGh+8ovl0avULp+SicRwg,
54968,27212,540,3,1,N,N,WS_Open,3,Service Cutover Design,,54964,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,G+gs80aPRUWgUSQZeUbuwg,1zE82aai1UmHWKOQO40C0w,
54969,27212,540,4,1,N,N,WS_Open,4,Substation Engineering Design,,54964,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,QoTodEdZW02OuYiSNziZng,I94RkLJLiUm0ZIUyPFhY4w,
54970,27212,540,5,1,N,N,WS_Open,5,Remove from Service (Existing OH) Design,,54964,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,DGBVZ7UweU2CSjWjQk4a9Q,8VD9W0H/7kexKOMjSIxnmw,
54971,27212,540,300,1,N,N,WS_Open,4,Procurement,,54961,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,RPBHs5qkK0GyPDSaN1OeXA,UeGTXLEQ6kmWirsIa2st/g,
54972,27212,540,400,1,N,N,WS_Open,5,Permitting,,54961,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,ioMbhj9zEU+menNeRBgDDA,H9zizQZIxE2s2AIEyCOMaQ,
54973,27212,540,500,1,N,N,WS_Open,6,Public Affairs,,54961,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,w93Vz6Yh8EKLKqvt9QNMuA,oFp7bioVqEi1PKb2MJbJuw,
54974,27212,540,600,1,N,N,WS_Open,7,Land Services,,54961,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,kL9REsb8VESYn3qQB32EAQ,HEO6CLOD1UKMqNUwhgP9bw,
54975,27212,540,700,1,N,N,WS_Open,8,Environmental,,54961,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,i7UzcHjTm0+AhfyQBXmkDg,BSCFS72guk2XoL5NPxQGPQ,
54976,27212,540,800,1,N,N,WS_Open,9,Bid and Award - Contracting,,54961,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,iSyAvOiWYkifFIj6ARSkyg,TtpGWNuPFkGm4Ujk3hJIYA,
54977,27212,540,0,1,N,N,WS_Open,1,Civil Contractor,,54976,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,7xQmoNN9ekupQmvVP7ipYA,c8BUyHdtIUyUTIgvD/tzzg,
54978,27212,540,100,1,N,N,WS_Open,2,Electrical Contractor,,54976,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,B198zrPmXk2QEfWjCnNsUQ,9UqVc0+rikeTxsxfZo2FRg,
54979,27212,540,900,1,N,N,WS_Open,10,Pre-Construction,,54961,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,9CeQQFnkY0+0r5swJqVehg,SLfZU/W4/Ei1OFV6Yc+FbA,
54980,27212,540,1000,1,N,N,WS_Open,11,Construction,,54961,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,ggwrUVB9BEm5cNuvNB4KfQ,/iLzoyWvu0S4PL4F3yMTMw,
54981,27212,540,0,1,N,N,WS_Open,1,Civil Construction,,54980,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,V+L6hSe6Q0aVf5EZcx0ltw,gmWxh2b83E+qt4J3j4YR4Q,
54982,27212,540,100,1,N,N,WS_Open,2,Electrical Construction,,54980,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,YRUNOauS3k2YfPLLydHgdw,gz11afGshEW3LlyZkgvj7w,
54983,27212,540,200,1,N,N,WS_Open,3,Service Cutover,,54980,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,Ssc5JhBwZkOgwHy/Ojm/Ag,nSBzNV4AZkGuG9xqmIzZ3w,
54984,27212,540,300,1,N,N,WS_Open,4,SCADA,,54980,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,s+xVbGhp4kOmVPPwLRtHow,QztHcF9FcUyB5bjdAjFwYw,
54985,27212,540,400,1,N,N,WS_Open,5,Substation,,54980,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,VoQRpIPDHUWotof4Z+Q1Zg,n7/sddgTzECaJ29BWxFG6g,
54986,27212,540,500,1,N,N,WS_Open,6,OH RFS,,54980,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,ohHt7GEEjUS4ZP4GB3E24g,YLjFClN7Y0yHPn4f69pq9g,
54987,27212,540,600,1,N,N,WS_Open,7,(New WBS),,54980,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,LIAhTuoxk0+0KrhK7pQeWg,kZ//0fM/L0Wye33Twz1khQ,
54988,27212,540,1100,1,N,N,WS_Open,12,Closeout,,54961,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,+QcxKlmR+EiEd2Mv3nwe5g,1nxNI0MwekqfxrnAmHo7KQ,
54989,27212,540,0,1,N,N,WS_Open,1,Technical,,54988,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,c1wKorlqE0WsUArMR0yExQ,1V6KOyLWdUCZ/8WiDX+7Tw,
54990,27212,540,100,1,N,N,WS_Open,2,Accounting,,54988,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,SKu/eXNQUUi+kDBwzvcDEA,pPtsqVJvEUGDNEfyunBP1w,
54991,27171,540,147,1,Y,N,WS_Open,P08-1,Project 8,,54780,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,pZORD41AsUWdwj/h17jSDg,,
54992,27171,540,0,1,N,N,WS_Open,1,Scoping,,54991,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,ca6OirpfsEio3j6kA2YEog,oUjogqGAQUiRQlV2jHWIKA,
54993,27171,540,100,1,N,N,WS_Open,2,Planning,,54991,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,RpqNDKuLwEqB/xFuT7CLRQ,sM/pFITClkiASX/0iMbk6Q,
54994,27171,540,200,1,N,N,WS_Open,3,Design,,54991,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,uFirTm0tyEuE2sRa8qcdUg,73aVbBqJF0+4AmCSyTUI8A,
54995,27171,540,0,1,N,N,WS_Open,6,"Geotech, Seismic and Potholing",,54994,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,utpgL3DgxUqnjhpI7oO10w,L8mMAfAaX0WchQOePoE8Fw,
54996,27171,540,1,1,N,N,WS_Open,1,Civil Design,,54994,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,WYO6Zz6rDkqzUeK5W05bHA,TKPb3ySGZUCLEzJ/61hoJg,
54997,27171,540,2,1,N,N,WS_Open,2,Electrical Design,,54994,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,X1fWe1TYek2Fs6k78JuhOQ,wd10O2gOh0ulZPr+oWL/ug,
54998,27171,540,3,1,N,N,WS_Open,3,Service Cutover Design,,54994,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,A+Ca9NAiD0auDarb5TTspw,7OwNx+OI0kGX/QJmky/kDw,
54999,27171,540,4,1,N,N,WS_Open,4,Substation Engineering Design,,54994,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,R13M/KTJFEWituYxFvx0dQ,HYrpl7twPU6qNtany8VFIQ,
55000,27171,540,5,1,N,N,WS_Open,5,Remove from Service (Existing OH) Design,,54994,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,uwU398uFXEW+6Bo/v2QNTA,O8iJmDHyHE+PAWmkDPjMRw,
55001,27171,540,300,1,N,N,WS_Open,4,Procurement,,54991,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,UvkPxNOW/EawxeVrLAVodA,D6ClUoDA6UqEDLFTSoGllA,
55002,27171,540,400,1,N,N,WS_Open,5,Permitting,,54991,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,2nwoLhC+PUa0N4Vb6dBViA,GVaxEFAqAUqCq0R+7h1xFw,
55003,27171,540,500,1,N,N,WS_Open,6,Public Affairs,,54991,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,zDPqba1YbE+BheLEHV531A,EVCu3I+yb02zRWuRUdAnpg,
55004,27171,540,600,1,N,N,WS_Open,7,Land Services,,54991,6,0.88,0.0000,0.0000,,,,,,EC_Cmp_pct,EE_Rem_hr,gCueqzjIsUuIWT+RgU79Cg,KWIf+zfAJ0+v1teGn6Gz9g,
